TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies
585529	Corynebacterium genitalium	Corynebacterium genitalium ATCC 33030	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium genitalium	1
679189	Prevotella timonensis	Prevotella timonensis CRIS 5C-B1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	1
575615	Prevotella sp. F0108	Prevotella sp. oral taxon 317 str. F0108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 317	1
866771	Prevotella disiens	Prevotella disiens FB035-09AN	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens	1
887327	Kingella kingae	Kingella kingae ATCC 23330	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae	1
887325	Eubacterium saburreum	Eubacterium saburreum DSM 3986	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum	1
585503	Selenomonas noxia	Selenomonas noxia ATCC 43541	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas noxia	1
575606	Lactobacillus jensenii 272CHN	Lactobacillus jensenii 27-2-CHN	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	1
469613	Enterobacteriaceae bacterium	Enterobacteriaceae bacterium 9_2_54FAA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	1	1	1
350058	Mycobacterium vanbaalenii	Mycobacterium vanbaalenii PYR-1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium vanbaalenii	1
360104	Campylobacter concisus	Campylobacter concisus 13826	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	1
323850	Shewanella loihica	Shewanella loihica PV-4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella loihica	1
221109	Oceanobacillus iheyensis	Oceanobacillus iheyensis HTE831	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis	1
66692	Bacillus clausii	Bacillus clausii KSM-K16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii	1
690566	Sphingobium chlorophenolicum	Sphingobium chlorophenolicum L-1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium chlorophenolicum	1
506534	Rheinheimera sp. A13L	Rheinheimera sp. A13L	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	1	1
743525	Thermus scotoductus	Thermus scotoductus SA-01	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus scotoductus	1
269797	Methanosarcina barkeri	Methanosarcina barkeri str. Fusaro	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri	1
883	Desulfovibrio vulgaris Miyazaki	Desulfovibrio vulgaris str. 'Miyazaki F'	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	1
764299	Streptococcus ictaluri	Streptococcus ictaluri 707-05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ictaluri	1
