TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies
762984	Bacteroides clarus	Bacteroides clarus YIT 12056	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	1
763034	Bacteroides fluxus	Bacteroides fluxus YIT 12057	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	1
764291	Streptococcus urinalis	Streptococcus urinalis 2285-97	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus urinalis	1
764298	Streptococcus macacae	Streptococcus macacae NCTC 11558	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus macacae	1
764299	Streptococcus ictaluri	Streptococcus ictaluri 707-05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ictaluri	1
765123	Propionibacterium acnes HL037PA2	Propionibacterium acnes HL037PA2	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium humerusii	1
765177	Desulfurococcus mucosus	Desulfurococcus mucosus DSM 2162	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus	1
765420	Oscillochloris trichoides	Oscillochloris trichoides DG-6	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloris trichoides	1
765698	Mesorhizobium ciceri	Mesorhizobium ciceri biovar biserrulae WSM1271	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	1
765910	Marichromatium purpuratum	Marichromatium purpuratum 984	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum	1
765952	Parachlamydia acanthamoebae	Parachlamydia acanthamoebae UV-7	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae	1
767031	Prevotella denticola	Prevotella denticola F0289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	1
767100	Parvimonas sp. F0139	Parvimonas sp. oral taxon 110 str. F0139	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	Parvimonas sp. oral taxon 110	1
768066	Halomonas elongata	Halomonas elongata DSM 2581	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas elongata	1
768670	Calditerrivibrio nitroreducens	Calditerrivibrio nitroreducens DSM 19672	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	Calditerrivibrio nitroreducens	1
768679	Thermoproteus tenax	Thermoproteus tenax Kra 1	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax	1
768706	Desulfosporosinus orientis	Desulfosporosinus orientis DSM 765	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis	1
768726	Streptococcus mitis F0392	Streptococcus mitis bv. 2 str. F0392	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	1
771870	Sordaria macrospora	Sordaria macrospora k hell	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria macrospora	1
795359	Thermodesulfobacterium sp. OPB45	Thermodesulfobacterium sp. OPB45	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium geofontis	1
795797	Halalkalicoccus jeotgali	Halalkalicoccus jeotgali B3	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	1
796620	Vibrio caribbenthicus	Vibrio caribbenthicus ATCC BAA-2122	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio caribbeanicus	1
797209	Haladaptatus paucihalophilus	Haladaptatus paucihalophilus DX253	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus paucihalophilus	1
797210	Halopiger xanaduensis	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis	1
856793	Micavibrio aeruginosavorus	Micavibrio aeruginosavorus ARL-13	Bacteria	Proteobacteria	Alphaproteobacteria	1	1	Micavibrio	Micavibrio aeruginosavorus	1
857087	Methylomonas methanica	Methylomonas methanica MC09	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica	1
857571	Moraxella catarrhalis	Moraxella catarrhalis O35E	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis	1
858215	Thermoanaerobact. xylanolyticum	Thermoanaerobacterium xylanolyticum LX-11	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium xylanolyticum	1
858619	Corynebacterium variabile	Corynebacterium variabile DSM 44702	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile	1
859194	Mycoplasma haemofelis	Mycoplasma haemofelis Ohio2	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma haemofelis	1
859654	Blochmannia vafer	Candidatus Blochmannia vafer str. BVAF	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia vafer	1
860228	Capnocytophaga canimorsus	Capnocytophaga canimorsus Cc5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	1
861208	Agrobacterium sp. H133	Agrobacterium sp. H13-3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	1	1
861360	Arthrobacter arilaitensis	Arthrobacter arilaitensis Re117	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter arilaitensis	1
861557	Pyrenophora teres	Pyrenophora teres f. teres 0 1	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres	1
862514	Pediococcus acidilactici	Pediococcus acidilactici DSM 20284	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	1
862515	Prevotella marshii	Prevotella marshii DSM 16973	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella marshii	1
862517	Peptoniphilus duerdenii	Peptoniphilus duerdenii ATCC BAA-1640	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus duerdenii	1
862719	Azospirillum lipoferum	Azospirillum lipoferum 4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	1
862751	Streptomyces sp. SirexAAE	Streptomyces sp. SirexAA-E	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	1	1
862908	Bacteriovorax marinus	Bacteriovorax marinus SJ	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus	1
862965	Haemophilus parainfluenzae	Haemophilus parainfluenzae T3T1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	1
864563	Selenomonas sp. 67H29BP	Selenomonas sp. oral taxon 149 str. 67H29BP	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sp. oral taxon 149	1
864564	Parascardovia denticolens	Parascardovia denticolens DSM 10105 = JCM 12538	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens	1
864565	Eubacterium yurii	Eubacterium yurii subsp. margaretiae ATCC 43715	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	Eubacterium yurii	Eubacterium yurii subsp. margaretiae
864567	Streptococcus mitis ATCC6249	Streptococcus mitis ATCC 6249	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	1
864570	Streptococcus sp. 73H25AP	Streptococcus sp. oral taxon 071 str. 73H25AP	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 071	1
865938	Weeksella virosa	Weeksella virosa DSM 16922	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella	Weeksella virosa	1
866771	Prevotella disiens	Prevotella disiens FB035-09AN	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens	1
866774	Atopobium vaginae PB189T14	Atopobium vaginae PB189-T1-4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium vaginae	1
866775	Aerococcus urinae	Aerococcus urinae ACS-120-V-Col10a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinae	1
866776	Veillonella atypica	Veillonella atypica ACS-049-V-Sch6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	1
867900	Cellulophaga lytica	Cellulophaga lytica DSM 7489	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	1
867903	Thermaerobacter subterraneus	Thermaerobacter subterraneus DSM 13965	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter subterraneus	1
868131	Methanobacterium sp. SWAN1	Methanobacterium sp. SWAN-1	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	1	1
868132	Methanobacterium sp. AL21	Methanobacterium sp. AL-21	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	1	1
868864	Desulfurobacterium thermolithotrophum	Desulfurobacterium thermolithotrophum DSM 11699	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum	1
869209	Treponema succinifaciens	Treponema succinifaciens DSM 2489	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema succinifaciens	1
869210	Marinithermus hydrothermalis	Marinithermus hydrothermalis DSM 14884	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis	1
871237	Streptococcus infantis SK1302	Streptococcus infantis SK1302	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	1
871271	Zinderia insecticola	Candidatus Zinderia insecticola CARI	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Candidatus Zinderia	Candidatus Zinderia insecticola	1
871585	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus PHEA-2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus	1
873447	Streptococcus parauberis	Streptococcus parauberis NCFD 2020	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	1
873448	Streptococcus porcinus	Streptococcus porcinus str. Jelinkova 176	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus porcinus	1
873449	Streptococcus criceti	Streptococcus criceti HS-6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus criceti	1
873517	Capnocytophaga ochracea F0287	Capnocytophaga ochracea F0287	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	1
873533	Prevotella oralis	Prevotella oralis ATCC 33269	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oralis	1
875328	Mycobacterium sp. JDM601	Mycobacterium sp. JDM601	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	1	1
876044	gamma proteobacterium IMCC3088	gamma proteobacterium IMCC3088	Bacteria	Proteobacteria	Gammaproteobacteria	1	1	1	1	1
876142	Encephalitozoon intestinalis	Encephalitozoon intestinalis ATCC 50506	Eukaryota	Microsporidia	1	1	Unikaryonidae	Encephalitozoon	Encephalitozoon intestinalis	1
878320	Aeromonas caviae	Aeromonas caviae Ae398	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	1
879243	Porphyromonas asaccharolytica	Porphyromonas asaccharolytica DSM 20707	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	1
879305	Anaerococcus prevotii ACS065VCol13	Anaerococcus prevotii ACS-065-V-Col13	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii	1
879308	Peptoniphilus sp. F0436	Peptoniphilus sp. oral taxon 375 str. F0436	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. oral taxon 375	1
879309	Veillonella sp. F0412	Veillonella sp. oral taxon 158 str. F0412	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp. oral taxon 158	1
879310	Selenomonas sp F0430	Selenomonas sp. oral taxon 137 str. F0430	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sp. oral taxon 137	1
880070	Cyclobacterium marinum	Cyclobacterium marinum DSM 745	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium marinum	1
880072	Desulfobacca acetoxidans	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans	1
880447	Mycoplasma leachii	Mycoplasma leachii PG50	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma leachii	1
880724	Methanotorris igneus	Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus	1
881621	Listeria ivanovii	Listeria ivanovii subsp. ivanovii PAM 55	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii	Listeria ivanovii subsp. ivanovii
882102	Vibrio anguillarum	Vibrio anguillarum 775	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum	1
882378	Burkholderia rhizoxinica	Burkholderia rhizoxinica HKI 454	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia rhizoxinica	1
882884	Salmonella enterica RSK2980	Salmonella enterica subsp. arizonae serovar str. RSK2980	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. arizonae
886377	Muricauda ruestringensis	Muricauda ruestringensis DSM 13258	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda ruestringensis	1
886738	Nitrosoarchaeum limnia	Candidatus Nitrosoarchaeum limnia SFB1	Archaea	Thaumarchaeota	1	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosoarchaeum	Candidatus Nitrosoarchaeum limnia	1
886872	Leuconostoc argentinum	Leuconostoc argentinum KCTC 3773	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc lactis	1
886882	Paenibacillus polymyxa SC2	Paenibacillus polymyxa SC2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	1
887062	Hylemonella gracilis	Hylemonella gracilis ATCC 19624	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella	Hylemonella gracilis	1
887324	Actinobacillus ureae	Actinobacillus ureae ATCC 25976	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus ureae	1
887325	Eubacterium saburreum	Eubacterium saburreum DSM 3986	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum	1
887327	Kingella kingae	Kingella kingae ATCC 23330	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae	1
887898	Lautropia mirabilis	Lautropia mirabilis ATCC 51599	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia mirabilis	1
887929	Pseudoramibacter alactolyticus	Pseudoramibacter alactolyticus ATCC 23263	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Pseudoramibacter alactolyticus	1
888048	Streptococcus parasanguinis	Streptococcus parasanguinis ATCC 903	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	1
888049	Streptococcus sanguinis ATCC49296	Streptococcus sanguinis ATCC 49296	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	1
888052	Actinomyces sp. 180	Actinomyces sp. oral taxon 180 str. F0310	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 180	1
888056	Actinomyces sp. 448	Actinomyces sp. oral taxon 448 str. F0400	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 448	1
888057	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	1
888059	Capnocytophaga sp. 338	Capnocytophaga sp. oral taxon 338 str. F0234	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp. oral taxon 338	1
888060	Centipeda periodontii	Centipeda periodontii DSM 2778	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda	Centipeda periodontii	1
888064	Enterococcus italicus	Enterococcus italicus DSM 15952	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus italicus	1
888741	Kingella denitrificans	Kingella denitrificans ATCC 33394	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella denitrificans	1
888742	Neisseria bacilliformis	Neisseria bacilliformis ATCC BAA-1200	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria bacilliformis	1
888743	Prevotella multiformis	Prevotella multiformis DSM 16608	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella multiformis	1
888746	Streptococcus peroris	Streptococcus peroris ATCC 700780	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus peroris	1
888832	Prevotella salivae	Prevotella salivae DSM 15606	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae	1
888833	Streptococcus australis	Streptococcus australis ATCC 700641	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus australis	1
889201	Streptococcus cristatus	Streptococcus cristatus ATCC 51100	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus	1
889513	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis I19	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	1
891391	Lactobacillus acidophilus 30SC	Lactobacillus acidophilus 30SC	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	1
891974	Plautia stali	Plautia stali symbiont	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	1	1	1
903503	Moranella endobia	Candidatus Moranella endobia PCIT	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Moranella	Candidatus Moranella endobia	1
903510	Vibrio furnissii	Vibrio furnissii NCTC 11218	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio furnissii	1
903814	Eubacterium limosum	Eubacterium limosum KIST612	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	1
904293	Streptococcus downei	Streptococcus downei F0415	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus downei	1
904294	Streptococcus sp. F0418	Streptococcus sp. oral taxon 056 str. F0418	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 056	1
904296	Oribacterium sp. F0425	Oribacterium sp. oral taxon 108 str. F0425	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sp. oral taxon 108	1
904306	Streptococcus vestibularis	Streptococcus vestibularis F0396	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	1
906968	Treponema brennaborense	Treponema brennaborense DSM 12168	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema brennaborense	1
907239	Helicobacter pylori SouthAfrica7	Helicobacter pylori SouthAfrica7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	1
907931	Leuconostoc fallax	Leuconostoc fallax KCTC 3537	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc fallax	1
907965	Encephalitozoon hellem	Encephalitozoon hellem ATCC 50504	Eukaryota	Microsporidia	1	1	Unikaryonidae	Encephalitozoon	Encephalitozoon hellem	1
908337	Eremococcus coleocola	Eremococcus coleocola ACS-139-V-Col8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	Eremococcus coleocola	1
908338	Peptoniphilus harei	Peptoniphilus harei ACS-146-V-Sch2b	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	1
908340	Clostridium sp. HGF2	Clostridium sp. HGF2	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	1	1
908612	Alistipes sp. HGB5	Alistipes sp. HGB5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	1	1
908937	Prevotella dentalis	Prevotella dentalis DSM 3688	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis	1
910313	Streptococcus pseudoporcinus	Streptococcus pseudoporcinus SPIN 20026	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudoporcinus	1
910314	Dialister microaerophilus	Dialister microaerophilus UPII 345-E	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Dialister micraerophilus	1
911045	Pseudovibrio sp. FOBEG1	Pseudovibrio sp. FO-BEG1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	1	1
911104	Weissella cibaria	Weissella cibaria KACC 11862	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella cibaria	1
913848	Lactobacillus coryniformis	Lactobacillus coryniformis subsp. coryniformis KCTC 3167	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coryniformis	Lactobacillus coryniformis subsp. coryniformis
926562	Owenweeksia hongkongensis	Owenweeksia hongkongensis DSM 17368	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia hongkongensis	1
926569	Anaerolinea thermophila	Anaerolinea thermophila UNI-1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila	1
927666	Streptococcus oralis Uo5	Streptococcus oralis Uo5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	1
927691	Leuconostoc gelidum	Leuconostoc gelidum KCTC 3527	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc gelidum	Leuconostoc gelidum subsp. gelidum
929439	Leishmania mexicana	Leishmania mexicana MHOM GT 2001 U1103	Eukaryota	1	1	Kinetoplastida	Trypanosomatidae	Leishmania	Leishmania mexicana	1
929506	Clostridium botulinum BKT015925	Clostridium botulinum BKT015925	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	1
930171	Arthrobacter phenanthrenivorans	Arthrobacter phenanthrenivorans Sphe3	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter phenanthrenivorans	1
930942	Lactobacillus animalis	Lactobacillus animalis KCTC 3501	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus animalis	1
930945	Sulfolobus islandicus	Sulfolobus islandicus REY15A	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	1
930946	Fructobacillus fructosus	Fructobacillus fructosus KCTC 3544	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus fructosus	1
931626	Acetobacterium woodii	Acetobacterium woodii DSM 1030	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium woodii	1
931890	Eremothecium cymbalariae	Eremothecium cymbalariae DBVPG_7215	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium cymbalariae	1
933115	Planococcus donghaensis	Planococcus donghaensis MPA1U2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus donghaensis	1
933801	Acidianus hospitalis	Acidianus hospitalis W1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis	1
